01/07/2020 13:36:52,Wet Draw1,Jayaprakash Achuthan,power cut from 1.25 pm
04/07/2020 08:59:07,Wet Draw1,Jayaprakash Achuthan,power cut at 8.55 am.Machines will start shortly
06/07/2020 10:15:47,Wet Draw1,Jayaprakash Achuthan,power cut now 
06/07/2020 11:04:46,Wet Draw1,Jayaprakash Achuthan,6 wetdraw machine running now
06/07/2020 12:02:46,Wet Draw1,Jayaprakash Achuthan,power interruption again.Will resume after power resume
06/07/2020 12:58:48,Wet Draw1,MD_Sundarram ,what do people do during power cut>
06/07/2020 13:02:16,Wet Draw1,Jayaprakash Achuthan,All are involved for  machine cleaning and 1s and activity 
06/07/2020 13:04:00,Wet Draw1,MD_Sundarram ,before and after photos pls
06/07/2020 13:42:40,Wet Draw1,Jayaprakash Achuthan,Sir photos shared in IoT whatsapp group.
06/07/2020 16:50:47,Wet Draw1,ManiRaghu ,Jp wd 12 operator taken highest time for bobbin change - almost 8-9 mins per change.. both machine same operator?
06/07/2020 16:51:28,Wet Draw1,ManiRaghu ,pls read wd 1 wd 2
06/07/2020 17:01:28,Wet Draw1,Dheivasigamani ,Smart Factory stopping current Kg by 4.57PM itself even Machine running 15mtr/sec
07/07/2020 09:14:19,Wet Draw1,Lincoln_Admin ,Gm!
07/07/2020 09:24:48,Wet Draw1,MD_Sundarram ,why only 4wd running?
07/07/2020 09:32:26,Wet Draw1,Jayaprakash Achuthan,Yesterday 2 times power cut and part bobbins are generated.So 8 empty bobboins are available as of today morning.So to avoid machine stop due to non availability of bobbin we planed 4 machines.Night 6
07/07/2020 10:26:18,Wet Draw1,MD_Sundarram ,wont that create problem for IEX?
07/07/2020 11:22:26,Wet Draw1,Jayaprakash Achuthan,As discussed with DSM there is no bid for today production form pending to submit SLDC
08/07/2020 10:16:30,Wet Draw1,Operator ,sir.wd1 skinpass change work
08/07/2020 10:34:51,Wet Draw1,Supervisor ,im supervisor chella perumal
08/07/2020 10:46:56,Wet Draw1,Supervisor ,sir.prefinal die wirecut
08/07/2020 10:47:24,Wet Draw1,Jayaprakash Achuthan,What is setting life till now
08/07/2020 11:04:19,Wet Draw1,Supervisor ,sir.5.7mt completed.
08/07/2020 12:51:24,Wet Draw1,Supervisor ,sir. bobbin change
09/07/2020 04:28:08,Wet Draw1,Supervisor ,Bobbin change
09/07/2020 10:09:26,Wet Draw1,Supervisor ,Sir.wd1 copper tank wire cut.due to bearing pulley problem.
09/07/2020 10:13:53,Wet Draw1,Jayaprakash Achuthan,How within 1 hour pulley wear out
09/07/2020 10:37:00,Wet Draw1,Lincoln_Admin ,No answer?
09/07/2020 10:47:05,Wet Draw1,Supervisor ,Before shift started all pulley checked.with maintenance &operator checked k.m/c running time pp hub removed in bearing shaft
09/07/2020 13:05:09,Wet Draw1,Supervisor ,After final die wire cut material problem
09/07/2020 13:05:37,Wet Draw1,Jayaprakash Achuthan,Check with QA by having samples
09/07/2020 15:44:02,Wet Draw1,Supervisor ,wire cut 1.26 die
09/07/2020 16:46:16,Wet Draw1,Supervisor ,Rotating die alarm break down raised.
09/07/2020 21:20:32,Wet Draw1,Supervisor ,Pfd wire cut
09/07/2020 21:30:20,Wet Draw1,Jayaprakash Achuthan,why weld cut.check mc or weld quality problem
09/07/2020 21:49:48,Wet Draw1,Supervisor ,Material broken issue so wire cut
09/07/2020 23:06:33,Wet Draw1,Supervisor ,Bobbin change & fd change
10/07/2020 01:02:18,Wet Draw1,Supervisor ,Bobbin change
10/07/2020 02:15:10,Wet Draw1,Supervisor ,Cast & helix area wire cut
10/07/2020 04:25:23,Wet Draw1,Supervisor ,Bobbin change
10/07/2020 09:01:44,Wet Draw1,Supervisor ,Wire cut cast helix roller
10/07/2020 09:08:55,Wet Draw1,Supervisor ,Again wire cut
10/07/2020 09:10:29,Wet Draw1,Jayaprakash Achuthan,Why any rotating part struck ups?
10/07/2020 09:13:14,Wet Draw1,Supervisor ,Before all checked after start the machine now analysis
10/07/2020 09:20:52,Wet Draw1,Supervisor ,Again wire cut cast helix maintenance checking
10/07/2020 09:32:06,Wet Draw1,Jayaprakash Achuthan,I informed Dhieva sir also.Please chase karthick if it so
10/07/2020 10:58:23,Wet Draw1,Supervisor ,BOBBIN CH
10/07/2020 13:43:53,Wet Draw1,Supervisor ,skin pass ch
10/07/2020 16:36:09,Wet Draw1,Supervisor ,1.26 die wire cut
10/07/2020 21:53:20,Wet Draw1,Supervisor ,Wire cut problem
11/07/2020 02:01:27,Wet Draw1,Supervisor ,Bobbin change
11/07/2020 03:17:34,Wet Draw1,Supervisor ,Setting change
13/07/2020 10:23:34,Wet Draw1, ,final die change
13/07/2020 10:47:07,Wet Draw1,IoT_Admin ,Select you name in drop down and save.... operator name not comming
13/07/2020 12:12:49,Wet Draw1,Supervisor Supervisor,Bc
13/07/2020 12:24:54,Wet Draw1,Thirumurugan Ramalingam,JP How WD 1 Target is Different  Compare to other WD's
13/07/2020 12:39:23,Wet Draw1,Jayaprakash Achuthan,If operator selects LAte the target will change.I am checking whether it is due to Operator late selection or router not connected at selecting time
13/07/2020 12:41:07,Wet Draw1,IoT_Admin ,Router was active from 9:06am    he selected product at 9:17am  please see in kg graph
13/07/2020 12:42:46,Wet Draw1,Jayaprakash Achuthan,i am checking whether he tried before 9.05 am and failed.Then after starting machine he again selected product 
13/07/2020 14:04:02,Wet Draw1,Supervisor ,Fd & bc
13/07/2020 15:51:21,Wet Draw1,Supervisor ,Bc
13/07/2020 16:17:39,Wet Draw1,Supervisor ,Wire cut 
13/07/2020 21:06:52,Wet Draw1,Supervisor ,skinpass ch
13/07/2020 22:31:57,Wet Draw1,Supervisor ,bc ch
