08/07/2020 12:43:12,Wet Draw12,Lincoln_Admin ,test msg 
21/07/2020 09:24:57,Wet Draw12,IoT_Admin ,Test message!
01/08/2020 09:09:52,Wet Draw12,Supervisor ,Setting change
01/08/2020 09:17:03,Wet Draw12,Jayaprakash Achuthan,check bearing pulleys because it was started after long days
01/08/2020 09:20:14,Wet Draw12,Supervisor ,2 pulley will ch
01/08/2020 09:44:53,Wet Draw12,Supervisor ,Skin pass ch
01/08/2020 10:05:26,Wet Draw12,Supervisor ,Rotating die alarm
01/08/2020 10:32:37,Wet Draw12,Dheivasigamani ,Gear box struck will restore 30 mins
01/08/2020 11:14:48,Wet Draw12,Supervisor ,Still maintenance working
01/08/2020 11:37:50,Wet Draw12,Supervisor ,MC running condition
01/08/2020 15:00:44,Wet Draw12,Supervisor ,Fdc & bc
03/08/2020 13:04:32,Wet Draw12, ,bc &fd ch
03/08/2020 13:15:49,Wet Draw12,Supervisor ,Bearing pulley problem
03/08/2020 13:35:09,Wet Draw12,Supervisor ,Setting ch
03/08/2020 13:35:44,Wet Draw12,Supervisor ,1.78 die broken
04/08/2020 11:49:34,Wet Draw12,Supervisor ,Pulley ch
05/08/2020 10:35:52,Wet Draw12,Supervisor ,1.78  die broken setting ch
05/08/2020 13:33:19,Wet Draw12,Jayaprakash Achuthan,why die broken.What is setting life
08/08/2020 09:09:03,Wet Draw 12,Supervisor ,Rotating die alarm
08/08/2020 10:11:03,Wet Draw 12,Supervisor ,Again alarm coming now maintenance checking
08/08/2020 15:10:10,Wet Draw 12,Supervisor ,Setting die wire cut due to gear block not rotating
08/08/2020 15:11:04,Wet Draw 12,Jayaprakash Achuthan,New gear box placed 2 weeks before then why its happening
08/08/2020 16:24:10,Wet Draw 12, ,Pre final die wire cut
08/08/2020 16:35:43,Wet Draw 12, ,setting die 1st and prefinal die over size
11/08/2020 09:11:58,Wet Draw 12,Supervisor ,Start-up
11/08/2020 11:08:22,Wet Draw 12,Supervisor ,BC
11/08/2020 11:13:01,Wet Draw 12,Supervisor ,Skin pass change
11/08/2020 13:27:16,Wet Draw 12,Supervisor ,Fdc BC
12/08/2020 09:07:59,Wet Draw 12,Supervisor ,Start-up
12/08/2020 09:18:39,Wet Draw 12,Supervisor ,Fdc
12/08/2020 11:17:13,Wet Draw 12,Supervisor ,BC
12/08/2020 11:33:57,Wet Draw 12,Supervisor ,Skin pass change BC
12/08/2020 13:19:15,Wet Draw 12,Supervisor ,BC
12/08/2020 15:16:44,Wet Draw 12,Supervisor ,BC fdc
13/08/2020 09:05:08,Wet Draw 12,Supervisor ,Start-up
13/08/2020 09:20:49,Wet Draw 12,Jayaprakash Achuthan,much time consumed
13/08/2020 11:24:42,Wet Draw 12,Supervisor ,BC
13/08/2020 11:53:01,Wet Draw 12,Jayaprakash Achuthan,low copper coating in wire
14/08/2020 09:12:14,Wet Draw 12,Supervisor ,Fdc
14/08/2020 09:32:19,Wet Draw 12,Supervisor ,Payoff wire cut now setting change
14/08/2020 09:58:57,Wet Draw 12,Jayaprakash Achuthan,Any weld
17/08/2020 13:09:38,Wet Draw 12,Supervisor ,Fd&bc
17/08/2020 13:50:32,Wet Draw 12, ,fd wire cut
17/08/2020 15:59:19,Wet Draw 12,Supervisor ,Fd &bc
19/08/2020 10:48:47,Wet Draw 12,Supervisor ,Bc
21/08/2020 10:56:26,Wet Draw 12,Supervisor ,skinpass ch
24/08/2020 12:30:28,Wet Draw 12,Supervisor ,Wire cut due to 1.63 die broken now new setting change
26/08/2020 09:41:40,Wet Draw 12,Supervisor ,Fdc bc
26/08/2020 10:10:48,Wet Draw 12,Supervisor ,Pre final die wire cut 
26/08/2020 11:36:21,Wet Draw 12,Supervisor ,Payoff wire cut wire twist
27/08/2020 10:35:02,Wet Draw 12,Supervisor ,New setting change
27/08/2020 10:46:16,Wet Draw 12,Supervisor ,Fdc BC
28/08/2020 14:38:10,Wet Draw 12,Supervisor ,Fd wire cut
29/08/2020 09:04:32,Wet Draw 12,Supervisor ,Start-up
29/08/2020 09:48:27,Wet Draw 12,Supervisor ,Cast helix wire cut
29/08/2020 10:27:29,Wet Draw 12,Supervisor ,Fd wire cut now new die change
29/08/2020 14:12:59,Wet Draw 12,Supervisor ,Cast helix wire cut due to material broken CT A 5415/02 Tata
29/08/2020 14:17:44,Wet Draw 12,Supervisor ,Reel change
04/09/2020 09:09:36,Wet Draw 12,Supervisor ,wire cut and bc
05/09/2020 13:03:30,Wet Draw 12,Supervisor ,Cast helix wire cut
07/09/2020 12:37:16,Wet Draw 12,Supervisor ,Setting change
09/09/2020 09:17:34,Wet Draw 12,Supervisor ,Wire cut and bc
09/09/2020 12:47:56,Wet Draw 12,Supervisor ,wire cut due to pulley problem
10/09/2020 10:54:43,Wet Draw 12,Supervisor ,setting.fdc
14/09/2020 09:10:44,Wet Draw 12,Supervisor ,setting ch
14/09/2020 12:46:21,Wet Draw 12,Supervisor ,Rinse water inlet flow low maintenance working
14/09/2020 16:40:24,Wet Draw 12,Supervisor ,copper over flow due to return line blockage
14/09/2020 23:18:33,Wet Draw 12,Supervisor ,winder clamping cylinder shaft problem LHS
15/09/2020 00:50:07,Wet Draw 12,Supervisor ,winder clamping cylinder problem maintenance checking
17/09/2020 09:38:11,Wet Draw 12,Supervisor ,dancer high position alarm maintenance checking same time setting ch
17/09/2020 10:27:03,Wet Draw 12,Supervisor ,rinsing water over flow maintenance working
26/09/2020 00:07:37,Wet Draw 12,Supervisor ,fd wire cut due to bearing pulley problem
29/09/2020 09:14:16,Wet Draw 12,Supervisor ,skinpass ch
29/09/2020 16:18:35,Wet Draw 12,Supervisor ,Fd wire cut.due to material broken
29/09/2020 21:37:13,Wet Draw 12,Supervisor ,Start-up
30/09/2020 15:40:36,Wet Draw 12,Supervisor ,Bc
30/09/2020 21:23:28,Wet Draw 12,Supervisor ,re setting changed
13/10/2020 11:24:27,Wet Draw 12,Supervisor ,SETTING CH
13/10/2020 17:42:14,Wet Draw 12,Supervisor ,1.78 die broken setting ch
14/10/2020 00:58:30,Wet Draw 12,Supervisor ,1.78 die broken now setting changed
14/10/2020 10:07:23,Wet Draw 12,Supervisor ,skinpass ch
17/10/2020 07:56:27,Wet Draw 12,Supervisor ,emulsion batch mode running
19/10/2020 21:48:25,Wet Draw 12,Supervisor ,1.78die broken
20/10/2020 07:04:47,Wet Draw 12,Supervisor ,Setting ch
21/10/2020 06:58:00,Wet Draw 12,Supervisor ,wire cut due to dancer problem now maintenance working
21/10/2020 10:14:52,Wet Draw 12,Supervisor ,1.78 die broken now new setting ch
22/10/2020 08:55:53,Wet Draw 12,Supervisor ,Setting die wire cut now resetting
22/10/2020 09:23:13,Wet Draw 12,Thirumurugan Ramalingam,JP  resetting take 60 Min ???????
22/10/2020 09:30:21,Wet Draw 12, ,Pandian Ask Ramakrishnan to improve his speed.
22/10/2020 09:31:35,Wet Draw 12, ,Check root cause for wire cut.please check  wd12 4th axis cone 
22/10/2020 10:06:04,Wet Draw 12,Supervisor ,1.78 die broken now new setting change same time cone alignment problem now maintenance working.
22/10/2020 12:42:52,Wet Draw 12,Supervisor ,again die broken now wd-3 started
23/10/2020 04:52:05,Wet Draw 12,Supervisor ,Payoff wire cut
23/10/2020 09:24:35,Wet Draw 12,Supervisor ,setting die wire cut now resetting and checking
23/10/2020 09:24:44,Wet Draw 12,Jayaprakash Achuthan,Mani wire cut observed in line from TATA coils.pls check
23/10/2020 10:24:41,Wet Draw 12,Supervisor ,Started Travers issue came now maintenance checking
23/10/2020 10:42:13,Wet Draw 12,Supervisor ,10kg only running wire cut due to material broken tata
23/10/2020 11:08:19,Wet Draw 12,Jayaprakash Achuthan,Changing JSW coils
23/10/2020 11:08:44,Wet Draw 12,Supervisor ,Now reel ch jsw
