08/07/2020 10:36:27,Wet Draw11,Supervisor ,sir  wd11  final die life completed.
08/07/2020 12:28:08,Wet Draw11,Supervisor ,sir. skinpass change
08/07/2020 14:23:29,Wet Draw11,Supervisor ,sir bobbin change kg completed
08/07/2020 21:30:31,Wet Draw11,Supervisor ,Sir,Wire cut problem
08/07/2020 21:31:19,Wet Draw11,Supervisor ,Wire cut problem
08/07/2020 21:53:52,Wet Draw11,Supervisor ,Bull block dancer roller problem
08/07/2020 22:09:31,Wet Draw11,Jayaprakash Achuthan,why wire cut
08/07/2020 23:42:58,Wet Draw11,Supervisor ,Now bobbin change
09/07/2020 03:27:05,Wet Draw11,Supervisor ,Bobbin change
09/07/2020 09:37:09,Wet Draw11,Supervisor ,Sir.final die change
09/07/2020 09:40:08,Wet Draw11,Lincoln_Admin ,JP-U got answer for wire cut question?
09/07/2020 09:41:06,Wet Draw11,Lincoln_Admin ,Sundarram as Lincoln-Admin
09/07/2020 09:45:10,Wet Draw11,Jayaprakash Achuthan,Yes sir he informed that drydraw reel has weld in it and shared the photos of same.
09/07/2020 09:47:14,Wet Draw11,Lincoln_Admin ,why not in the chat so it can be seen later?
09/07/2020 09:52:16,Wet Draw11,Jayaprakash Achuthan,he shared with photos of that particular bobbin.I will ask them to send text in chat also hereafter
09/07/2020 11:03:21,Wet Draw11,Supervisor ,Wire cut1.26 die
09/07/2020 12:36:55,Wet Draw11,Supervisor ,Emulsion &rinse water leakage.
09/07/2020 13:59:08,Wet Draw11,Supervisor ,Skin pass ch
09/07/2020 15:52:24,Wet Draw11,Supervisor ,Bobbin change
10/07/2020 09:49:36,Wet Draw11,Supervisor ,Fd change
10/07/2020 11:40:25,Wet Draw11,Supervisor ,bobbin ch
10/07/2020 13:30:35,Wet Draw11,Supervisor ,setting change
10/07/2020 15:46:37,Wet Draw11,Supervisor ,bobbin ch
11/07/2020 09:59:15,Wet Draw11,Supervisor ,Fd bc
11/07/2020 11:53:57,Wet Draw11,Supervisor ,Bc
11/07/2020 13:43:04,Wet Draw11,Supervisor ,Fdc and bc
11/07/2020 15:04:50,Wet Draw11,Supervisor ,BC
13/07/2020 10:58:37,Wet Draw11,Supervisor Supervisor,FD ch & BC 
13/07/2020 12:46:38,Wet Draw11,Supervisor Supervisor,Bc
13/07/2020 14:35:54,Wet Draw11,Supervisor ,BC & fdc
13/07/2020 16:27:32,Wet Draw11,Supervisor ,BC
13/07/2020 22:32:44,Wet Draw11,Supervisor ,fd ch& bc ch
14/07/2020 00:20:46,Wet Draw11,Supervisor ,BC ch
14/07/2020 03:56:06,Wet Draw11,Supervisor ,skinpass ch
14/07/2020 09:07:41,Wet Draw11,Jayaprakash Achuthan,reason not entered for 3 mins why 
14/07/2020 11:57:25,Wet Draw11,Supervisor ,Bc
14/07/2020 13:47:04,Wet Draw11,Supervisor ,Fdc & bc
14/07/2020 15:41:15,Wet Draw11,Supervisor ,BC
14/07/2020 16:24:48,Wet Draw11,Jayaprakash Achuthan,power cut in factory
14/07/2020 21:06:16,Wet Draw11,Supervisor ,fd ch
14/07/2020 22:18:58,Wet Draw11,Supervisor ,fd wire cut
15/07/2020 02:14:05,Wet Draw11,Supervisor ,Setting ch
15/07/2020 10:05:49,Wet Draw11,Supervisor ,Skin pass & fdc & bc
15/07/2020 13:51:43,Wet Draw11,Supervisor ,Fdc & Bc
15/07/2020 22:46:30,Wet Draw11,Supervisor ,bc
16/07/2020 00:28:23,Wet Draw11,Supervisor ,fd&bc 
16/07/2020 02:21:55,Wet Draw11,Supervisor ,Bc
16/07/2020 04:07:40,Wet Draw11,Supervisor ,Bc
16/07/2020 09:48:19,Wet Draw11,Supervisor ,setting & skin pass bc
16/07/2020 12:08:28,Wet Draw11,Supervisor ,Bc
16/07/2020 12:21:53,Wet Draw11,Supervisor ,Wire cut & bc
16/07/2020 13:32:12,Wet Draw11,Supervisor ,Pay off wire cut now resetting going
17/07/2020 00:56:28,Wet Draw11,Supervisor ,bc&fd ch
17/07/2020 02:48:32,Wet Draw11,Supervisor ,bc
17/07/2020 10:45:02,Wet Draw11,Supervisor ,BC
17/07/2020 12:26:29,Wet Draw11,Supervisor ,Pay of wire cut & skin pass ch
